"Source","Group","File_Name","Sci_Name","Season","Common_Name"
"IUCN","BIRD","Falco_columbarius_1_aoh.tif","Falco columbarius",1,NA
"IUCN","BIRD","Falco_columbarius_2_aoh.tif","Falco columbarius",2,NA
"IUCN","BIRD","Falco_columbarius_3_aoh.tif","Falco columbarius",3,NA
"IUCN","BIRD","Falco_mexicanus_1_aoh.tif","Falco mexicanus",1,"Prairie Falcon"
"IUCN","BIRD","Falco_mexicanus_2_aoh.tif","Falco mexicanus",2,"Prairie Falcon"
"IUCN","BIRD","Falco_mexicanus_3_aoh.tif","Falco mexicanus",3,"Prairie Falcon"
"IUCN","BIRD","Falco_peregrinus_1_aoh.tif","Falco peregrinus",1,"Peregrine Falcon"
"IUCN","BIRD","Falco_peregrinus_2_aoh.tif","Falco peregrinus",2,"Peregrine Falcon"
"IUCN","BIRD","Falco_peregrinus_3_aoh.tif","Falco peregrinus",3,"Peregrine Falcon"
"IUCN","BIRD","Falco_rusticolus_1_aoh.tif","Falco rusticolus",1,"Gyrfalcon"
"IUCN","BIRD","Falco_rusticolus_2_aoh.tif","Falco rusticolus",2,"Gyrfalcon"
"IUCN","BIRD","Falco_rusticolus_3_aoh.tif","Falco rusticolus",3,"Gyrfalcon"
"IUCN","BIRD","Falco_sparverius_1_aoh.tif","Falco sparverius",1,NA
"IUCN","BIRD","Falco_sparverius_2_aoh.tif","Falco sparverius",2,NA
"IUCN","BIRD","Fratercula_arctica_2_aoh.tif","Fratercula arctica",2,"Atlantic Puffin"
"IUCN","BIRD","Fratercula_arctica_3_aoh.tif","Fratercula arctica",3,"Atlantic Puffin"
"IUCN","BIRD","Fratercula_cirrhata_1_aoh.tif","Fratercula cirrhata",1,NA
"IUCN","BIRD","Fratercula_cirrhata_2_aoh.tif","Fratercula cirrhata",2,NA
"IUCN","BIRD","Fratercula_cirrhata_3_aoh.tif","Fratercula cirrhata",3,NA
"IUCN","BIRD","Fratercula_corniculata_1_aoh.tif","Fratercula corniculata",1,NA
"IUCN","BIRD","Fratercula_corniculata_2_aoh.tif","Fratercula corniculata",2,NA
"IUCN","BIRD","Fratercula_corniculata_3_aoh.tif","Fratercula corniculata",3,NA
"IUCN","BIRD","Fulica_americana_1_aoh.tif","Fulica americana",1,"American Coot"
"IUCN","BIRD","Fulica_americana_2_aoh.tif","Fulica americana",2,"American Coot"
"IUCN","BIRD","Fulica_americana_3_aoh.tif","Fulica americana",3,"American Coot"
"IUCN","BIRD","Fulmarus_glacialis_1_aoh.tif","Fulmarus glacialis",1,"Northern Fulmar"
"IUCN","BIRD","Gallinago_delicata_1_aoh.tif","Gallinago delicata",1,NA
"IUCN","BIRD","Gallinago_delicata_2_aoh.tif","Gallinago delicata",2,NA
"IUCN","BIRD","Gallinago_delicata_3_aoh.tif","Gallinago delicata",3,NA
"IUCN","BIRD","Gallinula_galeata_1_aoh.tif","Gallinula galeata",1,NA
"IUCN","BIRD","Gallinula_galeata_2_aoh.tif","Gallinula galeata",2,NA
"IUCN","BIRD","Gavia_adamsii_2_aoh.tif","Gavia adamsii",2,NA
"IUCN","BIRD","Gavia_adamsii_3_aoh.tif","Gavia adamsii",3,NA
"IUCN","BIRD","Gavia_immer_2_aoh.tif","Gavia immer",2,"Great Northern Loon"
"IUCN","BIRD","Gavia_immer_3_aoh.tif","Gavia immer",3,"Great Northern Loon"
"IUCN","BIRD","Gavia_pacifica_2_aoh.tif","Gavia pacifica",2,"Pacific Loon"
"IUCN","BIRD","Gavia_pacifica_3_aoh.tif","Gavia pacifica",3,"Pacific Loon"
"IUCN","BIRD","Gavia_stellata_2_aoh.tif","Gavia stellata",2,"Red-Throated Loon"
"IUCN","BIRD","Gavia_stellata_3_aoh.tif","Gavia stellata",3,"Red-Throated Loon"
"IUCN","BIRD","Geothlypis_philadelphia_2_aoh.tif","Geothlypis philadelphia",2,"Mourning Warbler"
"IUCN","BIRD","Geothlypis_tolmiei_2_aoh.tif","Geothlypis tolmiei",2,"Macgillivray's Warbler"
"IUCN","BIRD","Geothlypis_trichas_2_aoh.tif","Geothlypis trichas",2,"Common Yellowthroat"
"IUCN","BIRD","Glaucidium_californicum_1_aoh.tif","Glaucidium californicum",1,NA
"IUCN","BIRD","Grus_americana_2_aoh.tif","Grus americana",2,"Whooping Crane"
"IUCN","BIRD","Haematopus_ater_1_aoh.tif","Haematopus ater",1,NA
"IUCN","BIRD","Haemorhous_cassinii_1_aoh.tif","Haemorhous cassinii",1,"Cassin's Finch"
"IUCN","BIRD","Haemorhous_cassinii_2_aoh.tif","Haemorhous cassinii",2,"Cassin's Finch"
"IUCN","BIRD","Haemorhous_mexicanus_1_aoh.tif","Haemorhous mexicanus",1,"House Finch"
"IUCN","BIRD","Haemorhous_purpureus_1_aoh.tif","Haemorhous purpureus",1,"Purple Finch"
"IUCN","BIRD","Haemorhous_purpureus_2_aoh.tif","Haemorhous purpureus",2,"Purple Finch"
"IUCN","BIRD","Haemorhous_purpureus_3_aoh.tif","Haemorhous purpureus",3,"Purple Finch"
"IUCN","BIRD","Haliaeetus_leucocephalus_1_aoh.tif","Haliaeetus leucocephalus",1,"Bald Eagle"
"IUCN","BIRD","Haliaeetus_leucocephalus_2_aoh.tif","Haliaeetus leucocephalus",2,"Bald Eagle"
"IUCN","BIRD","Haliaeetus_leucocephalus_3_aoh.tif","Haliaeetus leucocephalus",3,"Bald Eagle"
"IUCN","BIRD","Hesperiphona_vespertina_3_aoh.tif","Hesperiphona vespertina",3,NA
"IUCN","BIRD","Hirundo_rustica_2_aoh.tif","Hirundo rustica",2,"Barn Swallow"
"IUCN","BIRD","Histrionicus_histrionicus_2_aoh.tif","Histrionicus histrionicus",2,"Harlequin Duck"
"IUCN","BIRD","Histrionicus_histrionicus_3_aoh.tif","Histrionicus histrionicus",3,"Harlequin Duck"
"IUCN","BIRD","Hydrobates_furcatus_1_aoh.tif","Hydrobates furcatus",1,NA
"IUCN","BIRD","Hydrobates_furcatus_2_aoh.tif","Hydrobates furcatus",2,NA
"IUCN","BIRD","Hydrocoloeus_minutus_2_aoh.tif","Hydrocoloeus minutus",2,NA
"IUCN","BIRD","Hydrocoloeus_minutus_3_aoh.tif","Hydrocoloeus minutus",3,NA
"IUCN","BIRD","Hydroprogne_caspia_2_aoh.tif","Hydroprogne caspia",2,NA
"IUCN","BIRD","Hylatomus_pileatus_1_aoh.tif","Hylatomus pileatus",1,NA
"IUCN","BIRD","Hylocichla_mustelina_2_aoh.tif","Hylocichla mustelina",2,NA
"IUCN","BIRD","Icteria_virens_2_aoh.tif","Icteria virens",2,"Yellow-Breasted Chat"
"IUCN","BIRD","Icterus_bullockiorum_2_aoh.tif","Icterus bullockiorum",2,NA
"IUCN","BIRD","Icterus_galbula_2_aoh.tif","Icterus galbula",2,"Baltimore Oriole"
"IUCN","BIRD","Icterus_spurius_2_aoh.tif","Icterus spurius",2,NA
"IUCN","BIRD","Ixobrychus_exilis_2_aoh.tif","Ixobrychus exilis",2,"Least Bittern"
"IUCN","BIRD","Ixoreus_naevius_1_aoh.tif","Ixoreus naevius",1,"Varied Thrush"
"IUCN","BIRD","Ixoreus_naevius_2_aoh.tif","Ixoreus naevius",2,"Varied Thrush"
"IUCN","BIRD","Junco_hyemalis_1_aoh.tif","Junco hyemalis",1,"Dark-Eyed Junco"
"IUCN","BIRD","Junco_hyemalis_2_aoh.tif","Junco hyemalis",2,"Dark-Eyed Junco"
"IUCN","BIRD","Junco_hyemalis_3_aoh.tif","Junco hyemalis",3,"Dark-Eyed Junco"
"IUCN","BIRD","Lagopus_lagopus_1_aoh.tif","Lagopus lagopus",1,"Willow Ptarmigan"
"IUCN","BIRD","Lagopus_lagopus_2_aoh.tif","Lagopus lagopus",2,"Willow Ptarmigan"
"IUCN","BIRD","Lagopus_lagopus_3_aoh.tif","Lagopus lagopus",3,"Willow Ptarmigan"
"IUCN","BIRD","Lagopus_leucura_1_aoh.tif","Lagopus leucura",1,"White-Tailed Ptarmigan"
"IUCN","BIRD","Lagopus_muta_1_aoh.tif","Lagopus muta",1,"Rock Ptarmigan"
"IUCN","BIRD","Lagopus_muta_3_aoh.tif","Lagopus muta",3,"Rock Ptarmigan"
"IUCN","BIRD","Lanius_borealis_1_aoh.tif","Lanius borealis",1,NA
"IUCN","BIRD","Lanius_borealis_2_aoh.tif","Lanius borealis",2,NA
"IUCN","BIRD","Lanius_borealis_3_aoh.tif","Lanius borealis",3,NA
"IUCN","BIRD","Lanius_ludovicianus_2_aoh.tif","Lanius ludovicianus",2,NA
"IUCN","BIRD","Larus_atricilla_2_aoh.tif","Larus atricilla",2,"Laughing Gull"
"IUCN","BIRD","Larus_californicus_2_aoh.tif","Larus californicus",2,NA
"IUCN","BIRD","Larus_californicus_3_aoh.tif","Larus californicus",3,NA
"IUCN","BIRD","Larus_canus_1_aoh.tif","Larus canus",1,NA
"IUCN","BIRD","Larus_canus_2_aoh.tif","Larus canus",2,NA
"IUCN","BIRD","Larus_canus_3_aoh.tif","Larus canus",3,NA
"IUCN","BIRD","Larus_delawarensis_1_aoh.tif","Larus delawarensis",1,NA
"IUCN","BIRD","Larus_delawarensis_2_aoh.tif","Larus delawarensis",2,NA
"IUCN","BIRD","Larus_delawarensis_3_aoh.tif","Larus delawarensis",3,NA
"IUCN","BIRD","Larus_fuscus_3_aoh.tif","Larus fuscus",3,NA
"IUCN","BIRD","Larus_glaucescens_1_aoh.tif","Larus glaucescens",1,"Glaucous-Winged Gull"
"IUCN","BIRD","Larus_glaucescens_3_aoh.tif","Larus glaucescens",3,"Glaucous-Winged Gull"
"IUCN","BIRD","Larus_heermanni_3_aoh.tif","Larus heermanni",3,NA
"IUCN","BIRD","Larus_hyperboreus_1_aoh.tif","Larus hyperboreus",1,NA
"IUCN","BIRD","Larus_hyperboreus_2_aoh.tif","Larus hyperboreus",2,NA
"IUCN","BIRD","Larus_hyperboreus_3_aoh.tif","Larus hyperboreus",3,NA
"IUCN","BIRD","Larus_marinus_1_aoh.tif","Larus marinus",1,NA
"IUCN","BIRD","Larus_marinus_2_aoh.tif","Larus marinus",2,NA
"IUCN","BIRD","Larus_marinus_3_aoh.tif","Larus marinus",3,NA
"IUCN","BIRD","Larus_occidentalis_3_aoh.tif","Larus occidentalis",3,NA
"IUCN","BIRD","Larus_philadelphia_2_aoh.tif","Larus philadelphia",2,NA
"IUCN","BIRD","Larus_philadelphia_3_aoh.tif","Larus philadelphia",3,NA
"IUCN","BIRD","Larus_pipixcan_2_aoh.tif","Larus pipixcan",2,"Franklin's Gull"
"IUCN","BIRD","Larus_ridibundus_1_aoh.tif","Larus ridibundus",1,"Black-Headed Gull"
"IUCN","BIRD","Larus_ridibundus_3_aoh.tif","Larus ridibundus",3,"Black-Headed Gull"
"IUCN","BIRD","Larus_smithsonianus_1_aoh.tif","Larus smithsonianus",1,"American Herring Gull"
"IUCN","BIRD","Larus_smithsonianus_2_aoh.tif","Larus smithsonianus",2,"American Herring Gull"
"IUCN","BIRD","Larus_smithsonianus_3_aoh.tif","Larus smithsonianus",3,"American Herring Gull"
"IUCN","BIRD","Leiothlypis_celata_1_aoh.tif","Leiothlypis celata",1,"Orange-Crowned Warbler"
"IUCN","BIRD","Leiothlypis_celata_2_aoh.tif","Leiothlypis celata",2,"Orange-Crowned Warbler"
"IUCN","BIRD","Leiothlypis_peregrina_2_aoh.tif","Leiothlypis peregrina",2,NA
"IUCN","BIRD","Leiothlypis_ruficapilla_2_aoh.tif","Leiothlypis ruficapilla",2,NA
"IUCN","BIRD","Leuconotopicus_albolarvatus_1_aoh.tif","Leuconotopicus albolarvatus",1,"White-Headed Woodpecker"
"IUCN","BIRD","Leuconotopicus_villosus_1_aoh.tif","Leuconotopicus villosus",1,NA
"IUCN","BIRD","Leucosticte_tephrocotis_1_aoh.tif","Leucosticte tephrocotis",1,"Grey-Crowned Rosy-Finch"
"IUCN","BIRD","Leucosticte_tephrocotis_2_aoh.tif","Leucosticte tephrocotis",2,"Grey-Crowned Rosy-Finch"
"IUCN","BIRD","Leucosticte_tephrocotis_3_aoh.tif","Leucosticte tephrocotis",3,"Grey-Crowned Rosy-Finch"
"IUCN","BIRD","Limnodromus_griseus_2_aoh.tif","Limnodromus griseus",2,"Shortbilled Dowitcher"
"IUCN","BIRD","Limnodromus_scolopaceus_2_aoh.tif","Limnodromus scolopaceus",2,NA
"IUCN","BIRD","Limosa_fedoa_2_aoh.tif","Limosa fedoa",2,NA
"IUCN","BIRD","Limosa_haemastica_2_aoh.tif","Limosa haemastica",2,NA
"IUCN","BIRD","Lophodytes_cucullatus_1_aoh.tif","Lophodytes cucullatus",1,NA
"IUCN","BIRD","Lophodytes_cucullatus_2_aoh.tif","Lophodytes cucullatus",2,NA
"IUCN","BIRD","Lophodytes_cucullatus_3_aoh.tif","Lophodytes cucullatus",3,NA
"IUCN","BIRD","Loxia_curvirostra_1_aoh.tif","Loxia curvirostra",1,NA
"IUCN","BIRD","Loxia_curvirostra_3_aoh.tif","Loxia curvirostra",3,NA
"IUCN","BIRD","Loxia_leucoptera_1_aoh.tif","Loxia leucoptera",1,NA
"IUCN","BIRD","Loxia_leucoptera_3_aoh.tif","Loxia leucoptera",3,NA
"IUCN","BIRD","Mareca_americana_1_aoh.tif","Mareca americana",1,"American Wigeon"
"IUCN","BIRD","Mareca_americana_2_aoh.tif","Mareca americana",2,"American Wigeon"
"IUCN","BIRD","Mareca_americana_3_aoh.tif","Mareca americana",3,"American Wigeon"
"IUCN","BIRD","Mareca_penelope_3_aoh.tif","Mareca penelope",3,"Eurasian Wigeon"
"IUCN","BIRD","Mareca_strepera_1_aoh.tif","Mareca strepera",1,"Gadwall"
"IUCN","BIRD","Mareca_strepera_2_aoh.tif","Mareca strepera",2,"Gadwall"
"IUCN","BIRD","Mareca_strepera_3_aoh.tif","Mareca strepera",3,"Gadwall"
"IUCN","BIRD","Megaceryle_alcyon_1_aoh.tif","Megaceryle alcyon",1,"Belted Kingfisher"
"IUCN","BIRD","Megaceryle_alcyon_2_aoh.tif","Megaceryle alcyon",2,"Belted Kingfisher"
"IUCN","BIRD","Megascops_asio_1_aoh.tif","Megascops asio",1,"Eastern Screech-Owl"
"IUCN","BIRD","Megascops_kennicottii_1_aoh.tif","Megascops kennicottii",1,"Western Screech-Owl"
"IUCN","BIRD","Melanerpes_carolinus_1_aoh.tif","Melanerpes carolinus",1,NA
"IUCN","BIRD","Melanerpes_erythrocephalus_1_aoh.tif","Melanerpes erythrocephalus",1,"Red-Headed Woodpecker"
"IUCN","BIRD","Melanerpes_erythrocephalus_2_aoh.tif","Melanerpes erythrocephalus",2,"Red-Headed Woodpecker"
"IUCN","BIRD","Melanerpes_lewis_2_aoh.tif","Melanerpes lewis",2,NA
"IUCN","BIRD","Melanitta_americana_2_aoh.tif","Melanitta americana",2,"American Black Scoter"
"IUCN","BIRD","Melanitta_americana_3_aoh.tif","Melanitta americana",3,"American Black Scoter"
"IUCN","BIRD","Melanitta_deglandi_2_aoh.tif","Melanitta deglandi",2,NA
"IUCN","BIRD","Melanitta_deglandi_3_aoh.tif","Melanitta deglandi",3,NA
"IUCN","BIRD","Melanitta_perspicillata_2_aoh.tif","Melanitta perspicillata",2,"Surf Scoter"
"IUCN","BIRD","Melanitta_perspicillata_3_aoh.tif","Melanitta perspicillata",3,"Surf Scoter"
"IUCN","BIRD","Meleagris_gallopavo_1_aoh.tif","Meleagris gallopavo",1,"Turkey"
"IUCN","BIRD","Melospiza_georgiana_1_aoh.tif","Melospiza georgiana",1,NA
"IUCN","BIRD","Melospiza_georgiana_2_aoh.tif","Melospiza georgiana",2,NA
"IUCN","BIRD","Melospiza_georgiana_3_aoh.tif","Melospiza georgiana",3,NA
"IUCN","BIRD","Melospiza_lincolnii_2_aoh.tif","Melospiza lincolnii",2,NA
"IUCN","BIRD","Melospiza_lincolnii_3_aoh.tif","Melospiza lincolnii",3,NA
"IUCN","BIRD","Melospiza_melodia_1_aoh.tif","Melospiza melodia",1,"Song Sparrow"
"IUCN","BIRD","Melospiza_melodia_2_aoh.tif","Melospiza melodia",2,"Song Sparrow"
"IUCN","BIRD","Mergus_merganser_1_aoh.tif","Mergus merganser",1,"Common Merganser"
"IUCN","BIRD","Mergus_merganser_2_aoh.tif","Mergus merganser",2,"Common Merganser"
"IUCN","BIRD","Mergus_merganser_3_aoh.tif","Mergus merganser",3,"Common Merganser"
"IUCN","BIRD","Mergus_serrator_2_aoh.tif","Mergus serrator",2,NA
"IUCN","BIRD","Mergus_serrator_3_aoh.tif","Mergus serrator",3,NA
"IUCN","BIRD","Mimus_polyglottos_1_aoh.tif","Mimus polyglottos",1,"Northern Mockingbird"
"IUCN","BIRD","Mniotilta_varia_2_aoh.tif","Mniotilta varia",2,"Black-And-White Warbler"
"IUCN","BIRD","Molothrus_ater_1_aoh.tif","Molothrus ater",1,NA
"IUCN","BIRD","Molothrus_ater_2_aoh.tif","Molothrus ater",2,NA
"IUCN","BIRD","Morus_bassanus_1_aoh.tif","Morus bassanus",1,"Northern Gannet"
"IUCN","BIRD","Morus_bassanus_2_aoh.tif","Morus bassanus",2,"Northern Gannet"
"IUCN","BIRD","Motacilla_tschutschensis_2_aoh.tif","Motacilla tschutschensis",2,"Eastern Yellow Wagtail"
"IUCN","BIRD","Myadestes_townsendi_1_aoh.tif","Myadestes townsendi",1,NA
"IUCN","BIRD","Myadestes_townsendi_2_aoh.tif","Myadestes townsendi",2,NA
"IUCN","BIRD","Myadestes_townsendi_3_aoh.tif","Myadestes townsendi",3,NA
"IUCN","BIRD","Myiarchus_crinitus_2_aoh.tif","Myiarchus crinitus",2,"Great Crested Flycatcher"
"IUCN","BIRD","Nannopterum_auritus_1_aoh.tif","Nannopterum auritus",1,NA
"IUCN","BIRD","Nannopterum_auritus_2_aoh.tif","Nannopterum auritus",2,NA
"IUCN","BIRD","Nannopterum_auritus_3_aoh.tif","Nannopterum auritus",3,NA
"IUCN","BIRD","Nucifraga_columbiana_1_aoh.tif","Nucifraga columbiana",1,NA
"IUCN","BIRD","Numenius_americanus_2_aoh.tif","Numenius americanus",2,"Long-Billed Curlew"
"IUCN","BIRD","Numenius_phaeopus_2_aoh.tif","Numenius phaeopus",2,NA
"IUCN","BIRD","Nycticorax_nycticorax_1_aoh.tif","Nycticorax nycticorax",1,"Black-Crowned Night-Heron"
"IUCN","BIRD","Nycticorax_nycticorax_2_aoh.tif","Nycticorax nycticorax",2,"Black-Crowned Night-Heron"
"IUCN","BIRD","Oceanites_oceanicus_3_aoh.tif","Oceanites oceanicus",3,"Wilson's Storm-Petrel"
"IUCN","BIRD","Oenanthe_oenanthe_2_aoh.tif","Oenanthe oenanthe",2,"Northern Wheatear"
"IUCN","BIRD","Oporornis_agilis_2_aoh.tif","Oporornis agilis",2,"Connecticut Warbler"
"IUCN","BIRD","Oreortyx_pictus_1_aoh.tif","Oreortyx pictus",1,"Mountain Quail"
"IUCN","BIRD","Oreoscoptes_montanus_2_aoh.tif","Oreoscoptes montanus",2,NA
"IUCN","BIRD","Oxyura_jamaicensis_1_aoh.tif","Oxyura jamaicensis",1,"Ruddy Duck"
"IUCN","BIRD","Oxyura_jamaicensis_2_aoh.tif","Oxyura jamaicensis",2,"Ruddy Duck"
"IUCN","BIRD","Oxyura_jamaicensis_3_aoh.tif","Oxyura jamaicensis",3,"Ruddy Duck"
"IUCN","BIRD","Pagophila_eburnea_1_aoh.tif","Pagophila eburnea",1,NA
"IUCN","BIRD","Pagophila_eburnea_2_aoh.tif","Pagophila eburnea",2,NA
"IUCN","BIRD","Pandion_haliaetus_2_aoh.tif","Pandion haliaetus",2,NA
"IUCN","BIRD","Parkesia_motacilla_2_aoh.tif","Parkesia motacilla",2,"Lousiana Waterthrush"
"IUCN","BIRD","Parkesia_noveboracensis_2_aoh.tif","Parkesia noveboracensis",2,"Northern Waterthrush"
"IUCN","BIRD","Passer_domesticus_1_aoh.tif","Passer domesticus",1,"House Sparrow"
"IUCN","BIRD","Passerculus_bairdii_2_aoh.tif","Passerculus bairdii",2,NA
"IUCN","BIRD","Passerculus_sandwichensis_1_aoh.tif","Passerculus sandwichensis",1,"Savannah Sparrow"
"IUCN","BIRD","Passerculus_sandwichensis_2_aoh.tif","Passerculus sandwichensis",2,"Savannah Sparrow"
"IUCN","BIRD","Passerella_arborea_3_aoh.tif","Passerella arborea",3,NA
"IUCN","BIRD","Passerella_iliaca_2_aoh.tif","Passerella iliaca",2,"Fox Sparrow"
"IUCN","BIRD","Passerella_iliaca_3_aoh.tif","Passerella iliaca",3,"Fox Sparrow"
"IUCN","BIRD","Passerella_schistacea_2_aoh.tif","Passerella schistacea",2,NA
"IUCN","BIRD","Passerella_unalaschcensis_1_aoh.tif","Passerella unalaschcensis",1,NA
"IUCN","BIRD","Passerella_unalaschcensis_2_aoh.tif","Passerella unalaschcensis",2,NA
"IUCN","BIRD","Passerella_unalaschcensis_3_aoh.tif","Passerella unalaschcensis",3,NA
"IUCN","BIRD","Passerina_amoena_2_aoh.tif","Passerina amoena",2,NA
"IUCN","BIRD","Passerina_cyanea_2_aoh.tif","Passerina cyanea",2,"Indigo Bunting"
"IUCN","BIRD","Patagioenas_fasciata_2_aoh.tif","Patagioenas fasciata",2,"Band-Tailed Pigeon"
"IUCN","BIRD","Pelecanus_erythrorhynchos_2_aoh.tif","Pelecanus erythrorhynchos",2,"American White Pelican"
"IUCN","BIRD","Perdix_perdix_1_aoh.tif","Perdix perdix",1,"Grey Partridge"
"IUCN","BIRD","Perisoreus_canadensis_1_aoh.tif","Perisoreus canadensis",1,NA
"IUCN","BIRD","Petrochelidon_pyrrhonota_2_aoh.tif","Petrochelidon pyrrhonota",2,"Cliff Swallow"
"IUCN","BIRD","Phalacrocorax_carbo_2_aoh.tif","Phalacrocorax carbo",2,"Great Cormorant"
"IUCN","BIRD","Phalacrocorax_carbo_3_aoh.tif","Phalacrocorax carbo",3,"Great Cormorant"
"IUCN","BIRD","Phalaenoptilus_nuttallii_2_aoh.tif","Phalaenoptilus nuttallii",2,NA
"IUCN","BIRD","Phalaropus_fulicarius_2_aoh.tif","Phalaropus fulicarius",2,"Red Phalarope"
"IUCN","BIRD","Phalaropus_lobatus_2_aoh.tif","Phalaropus lobatus",2,"Red-Necked Phalarope"
"IUCN","BIRD","Phasianus_colchicus_1_aoh.tif","Phasianus colchicus",1,"Ring-Necked Pheasant"
"IUCN","BIRD","Pheucticus_ludovicianus_2_aoh.tif","Pheucticus ludovicianus",2,"Rose-Breasted Grosbeak"
"IUCN","BIRD","Pheucticus_melanocephalus_2_aoh.tif","Pheucticus melanocephalus",2,NA
"IUCN","BIRD","Phoebastria_albatrus_1_aoh.tif","Phoebastria albatrus",1,NA
"IUCN","BIRD","Phoebastria_immutabilis_1_aoh.tif","Phoebastria immutabilis",1,NA
"IUCN","BIRD","Phoebastria_nigripes_1_aoh.tif","Phoebastria nigripes",1,"Hawaiian Black-Footed Albatross"
"IUCN","BIRD","Pica_hudsonia_1_aoh.tif","Pica hudsonia",1,"Black-Billed Magpie"
"IUCN","BIRD","Picoides_arcticus_1_aoh.tif","Picoides arcticus",1,NA
"IUCN","BIRD","Picoides_tridactylus_1_aoh.tif","Picoides tridactylus",1,NA
"IUCN","BIRD","Pinicola_enucleator_1_aoh.tif","Pinicola enucleator",1,"Pine Grosbeak"
"IUCN","BIRD","Pinicola_enucleator_3_aoh.tif","Pinicola enucleator",3,"Pine Grosbeak"
"IUCN","BIRD","Pipilo_erythrophthalmus_1_aoh.tif","Pipilo erythrophthalmus",1,NA
"IUCN","BIRD","Pipilo_erythrophthalmus_2_aoh.tif","Pipilo erythrophthalmus",2,NA
"IUCN","BIRD","Pipilo_maculatus_1_aoh.tif","Pipilo maculatus",1,NA
"IUCN","BIRD","Pipilo_maculatus_2_aoh.tif","Pipilo maculatus",2,NA
"IUCN","BIRD","Piranga_ludoviciana_2_aoh.tif","Piranga ludoviciana",2,"Western Tanager"
"IUCN","BIRD","Piranga_olivacea_2_aoh.tif","Piranga olivacea",2,"Scarlet Tanager"
"IUCN","BIRD","Plectrophenax_nivalis_1_aoh.tif","Plectrophenax nivalis",1,NA
"IUCN","BIRD","Plectrophenax_nivalis_2_aoh.tif","Plectrophenax nivalis",2,NA
"IUCN","BIRD","Plectrophenax_nivalis_3_aoh.tif","Plectrophenax nivalis",3,NA
"IUCN","BIRD","Plegadis_chihi_2_aoh.tif","Plegadis chihi",2,"White-Faced Ibis"
"IUCN","BIRD","Pluvialis_dominica_2_aoh.tif","Pluvialis dominica",2,"American Golden-Plover"
"IUCN","BIRD","Pluvialis_squatarola_2_aoh.tif","Pluvialis squatarola",2,NA
"IUCN","BIRD","Pluvialis_squatarola_3_aoh.tif","Pluvialis squatarola",3,NA
"IUCN","BIRD","Podiceps_auritus_2_aoh.tif","Podiceps auritus",2,NA
"IUCN","BIRD","Podiceps_auritus_3_aoh.tif","Podiceps auritus",3,NA
"IUCN","BIRD","Podiceps_grisegena_2_aoh.tif","Podiceps grisegena",2,NA
"IUCN","BIRD","Podiceps_grisegena_3_aoh.tif","Podiceps grisegena",3,NA
"IUCN","BIRD","Podiceps_nigricollis_2_aoh.tif","Podiceps nigricollis",2,"Black-Necked Grebe"
"IUCN","BIRD","Podiceps_nigricollis_3_aoh.tif","Podiceps nigricollis",3,"Black-Necked Grebe"
"IUCN","BIRD","Podilymbus_podiceps_1_aoh.tif","Podilymbus podiceps",1,NA
"IUCN","BIRD","Podilymbus_podiceps_2_aoh.tif","Podilymbus podiceps",2,NA
"IUCN","BIRD","Poecile_atricapillus_1_aoh.tif","Poecile atricapillus",1,"Black-Capped Chickadee"
"IUCN","BIRD","Poecile_cinctus_1_aoh.tif","Poecile cinctus",1,"Siberian Tit"
"IUCN","BIRD","Poecile_gambeli_1_aoh.tif","Poecile gambeli",1,NA
"IUCN","BIRD","Poecile_hudsonicus_1_aoh.tif","Poecile hudsonicus",1,NA
"IUCN","BIRD","Poecile_rufescens_1_aoh.tif","Poecile rufescens",1,NA
"IUCN","BIRD","Polioptila_caerulea_2_aoh.tif","Polioptila caerulea",2,NA
"IUCN","BIRD","Pooecetes_gramineus_2_aoh.tif","Pooecetes gramineus",2,NA
"IUCN","BIRD","Porzana_carolina_2_aoh.tif","Porzana carolina",2,"Sora"
"IUCN","BIRD","Progne_subis_2_aoh.tif","Progne subis",2,NA
"IUCN","BIRD","Protonotaria_citrea_2_aoh.tif","Protonotaria citrea",2,"Prothonotary Warbler"
"IUCN","BIRD","Psaltriparus_minimus_1_aoh.tif","Psaltriparus minimus",1,"Bushtit"
"IUCN","BIRD","Psiloscops_flammeolus_2_aoh.tif","Psiloscops flammeolus",2,"Flammulated Owl"
"IUCN","BIRD","Pterodroma_cahow_1_aoh.tif","Pterodroma cahow",1,NA
"IUCN","BIRD","Ptychoramphus_aleuticus_1_aoh.tif","Ptychoramphus aleuticus",1,NA
"IUCN","BIRD","Ptychoramphus_aleuticus_2_aoh.tif","Ptychoramphus aleuticus",2,NA
"IUCN","BIRD","Ptychoramphus_aleuticus_3_aoh.tif","Ptychoramphus aleuticus",3,NA
"IUCN","BIRD","Puffinus_lherminieri_1_aoh.tif","Puffinus lherminieri",1,"Audubon's Shearwater"
"IUCN","BIRD","Puffinus_puffinus_1_aoh.tif","Puffinus puffinus",1,NA
"IUCN","BIRD","Quiscalus_quiscula_1_aoh.tif","Quiscalus quiscula",1,"Common Grackle"
"IUCN","BIRD","Quiscalus_quiscula_2_aoh.tif","Quiscalus quiscula",2,"Common Grackle"
"IUCN","BIRD","Rallus_elegans_2_aoh.tif","Rallus elegans",2,"King Rail"
"IUCN","BIRD","Rallus_limicola_1_aoh.tif","Rallus limicola",1,NA
"IUCN","BIRD","Rallus_limicola_2_aoh.tif","Rallus limicola",2,NA
