Type,Theme,File,Name,Legend,Values,Color,Labels,Unit,Provenance,Order,Visible,Hidden,Goal,Targets
theme,Birds (IUCN),T_IUCN_BIRD_Megaceryle_alcyon_2_aoh.tif,Belted Kingfisher 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Megascops_asio_1_aoh.tif,Eastern Screech-Owl 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.74705464
theme,Birds (IUCN),T_IUCN_BIRD_Melanerpes_erythrocephalus_2_aoh.tif,Red-Headed Woodpecker 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.587174823
theme,Birds (IUCN),T_IUCN_BIRD_Meleagris_gallopavo_1_aoh.tif,Turkey 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.65122603
theme,Birds (IUCN),T_IUCN_BIRD_Melospiza_georgiana_2_aoh.tif,Melospiza georgiana 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Melospiza_lincolnii_2_aoh.tif,Melospiza lincolnii 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Melospiza_melodia_1_aoh.tif,Song Sparrow 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.75022792
theme,Birds (IUCN),T_IUCN_BIRD_Melospiza_melodia_2_aoh.tif,Song Sparrow 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.77538388
theme,Birds (IUCN),T_IUCN_BIRD_Mergus_merganser_1_aoh.tif,Common Merganser 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.767092922
theme,Birds (IUCN),T_IUCN_BIRD_Mergus_serrator_2_aoh.tif,Mergus serrator 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Mergus_serrator_3_aoh.tif,Mergus serrator 3,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Mimus_polyglottos_1_aoh.tif,Northern Mockingbird 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.750545145
theme,Birds (IUCN),T_IUCN_BIRD_Mniotilta_varia_2_aoh.tif,Black-And-White Warbler 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.772492355
theme,Birds (IUCN),T_IUCN_BIRD_Molothrus_ater_2_aoh.tif,Molothrus ater 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.596282315
theme,Birds (IUCN),T_IUCN_BIRD_Myiarchus_crinitus_2_aoh.tif,Great Crested Flycatcher 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.766547118
theme,Birds (IUCN),T_IUCN_BIRD_Nannopterum_auritus_2_aoh.tif,Nannopterum auritus 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Nycticorax_nycticorax_2_aoh.tif,Black-Crowned Night-Heron 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.780390683
theme,Birds (IUCN),T_IUCN_BIRD_Oxyura_jamaicensis_2_aoh.tif,Ruddy Duck 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Pandion_haliaetus_2_aoh.tif,Pandion haliaetus 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Parkesia_motacilla_2_aoh.tif,Lousiana Waterthrush 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.947736684
theme,Birds (IUCN),T_IUCN_BIRD_Parkesia_noveboracensis_2_aoh.tif,Northern Waterthrush 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.766624978
theme,Birds (IUCN),T_IUCN_BIRD_Passer_domesticus_1_aoh.tif,House Sparrow 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.585295019
theme,Birds (IUCN),T_IUCN_BIRD_Passerculus_sandwichensis_2_aoh.tif,Savannah Sparrow 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.663451808
theme,Birds (IUCN),T_IUCN_BIRD_Passerella_arborea_3_aoh.tif,Passerella arborea 3,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Passerina_cyanea_2_aoh.tif,Indigo Bunting 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.772492355
theme,Birds (IUCN),T_IUCN_BIRD_Perdix_perdix_1_aoh.tif,Grey Partridge 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Petrochelidon_pyrrhonota_2_aoh.tif,Cliff Swallow 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.59304186
theme,Birds (IUCN),T_IUCN_BIRD_Phasianus_colchicus_1_aoh.tif,Ring-Necked Pheasant 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.662750287
theme,Birds (IUCN),T_IUCN_BIRD_Pheucticus_ludovicianus_2_aoh.tif,Rose-Breasted Grosbeak 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.75058043
theme,Birds (IUCN),T_IUCN_BIRD_Pinicola_enucleator_3_aoh.tif,Pine Grosbeak 3,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.596268621
theme,Birds (IUCN),T_IUCN_BIRD_Pipilo_erythrophthalmus_2_aoh.tif,Pipilo erythrophthalmus 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.756217167
theme,Birds (IUCN),T_IUCN_BIRD_Plectrophenax_nivalis_3_aoh.tif,Plectrophenax nivalis 3,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Podiceps_grisegena_3_aoh.tif,Podiceps grisegena 3,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Podilymbus_podiceps_2_aoh.tif,Podilymbus podiceps 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Poecile_atricapillus_1_aoh.tif,Black-Capped Chickadee 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.747089178
theme,Birds (IUCN),T_IUCN_BIRD_Polioptila_caerulea_2_aoh.tif,Polioptila caerulea 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.75432855
theme,Birds (IUCN),T_IUCN_BIRD_Pooecetes_gramineus_2_aoh.tif,Pooecetes gramineus 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.663782984
theme,Birds (IUCN),T_IUCN_BIRD_Porzana_carolina_2_aoh.tif,Sora 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Progne_subis_2_aoh.tif,Progne subis 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.592921084
theme,Birds (IUCN),T_IUCN_BIRD_Quiscalus_quiscula_2_aoh.tif,Common Grackle 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.587071257
theme,Birds (IUCN),T_IUCN_BIRD_Rallus_limicola_2_aoh.tif,Rallus limicola 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Regulus_calendula_2_aoh.tif,Regulus calendula 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.842505307
theme,Birds (IUCN),T_IUCN_BIRD_Regulus_satrapa_1_aoh.tif,Golden-Crowned Kinglet 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.789854642
theme,Birds (IUCN),T_IUCN_BIRD_Regulus_satrapa_3_aoh.tif,Golden-Crowned Kinglet 3,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Riparia_riparia_2_aoh.tif,Riparia riparia 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.658743964
theme,Birds (IUCN),T_IUCN_BIRD_Sayornis_phoebe_2_aoh.tif,Eastern Phoebe 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.772492355
theme,Birds (IUCN),T_IUCN_BIRD_Scolopax_minor_2_aoh.tif,Scolopax minor 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.772492355
theme,Birds (IUCN),T_IUCN_BIRD_Seiurus_aurocapilla_2_aoh.tif,Ovenbird 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.774564163
theme,Birds (IUCN),T_IUCN_BIRD_Setophaga_americana_2_aoh.tif,Setophaga americana 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.777534639
theme,Birds (IUCN),T_IUCN_BIRD_Setophaga_caerulescens_2_aoh.tif,Black-Throated Blue Warbler 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.748337431
theme,Birds (IUCN),T_IUCN_BIRD_Setophaga_cerulea_2_aoh.tif,Cerulean Warbler 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Setophaga_coronata_2_aoh.tif,Yellow-Rumped Warbler 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.814115421
theme,Birds (IUCN),T_IUCN_BIRD_Setophaga_fusca_2_aoh.tif,Blackburnian Warbler 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.772532727
theme,Birds (IUCN),T_IUCN_BIRD_Setophaga_magnolia_2_aoh.tif,Magnolia Warbler 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.59684474
theme,Birds (IUCN),T_IUCN_BIRD_Setophaga_pensylvanica_2_aoh.tif,Chestnut-Sided Warbler 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.59684474
theme,Birds (IUCN),T_IUCN_BIRD_Setophaga_petechia_2_aoh.tif,Yellow Warbler 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.750545145
theme,Birds (IUCN),T_IUCN_BIRD_Setophaga_pinus_2_aoh.tif,Pine Warbler 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.796873892
theme,Birds (IUCN),T_IUCN_BIRD_Setophaga_ruticilla_2_aoh.tif,Setophaga ruticilla 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.74674413
theme,Birds (IUCN),T_IUCN_BIRD_Sialia_sialis_2_aoh.tif,Eastern Bluebird 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.774196631
theme,Birds (IUCN),T_IUCN_BIRD_Sitta_canadensis_1_aoh.tif,Red-Breasted Nuthatch 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.750545145
theme,Birds (IUCN),T_IUCN_BIRD_Sitta_carolinensis_1_aoh.tif,Sitta carolinensis 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.75058043
theme,Birds (IUCN),T_IUCN_BIRD_Spatula_discors_2_aoh.tif,Blue-Winged Teal 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Sphyrapicus_varius_2_aoh.tif,Yellow-Bellied Sapsucker 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.745644861
theme,Birds (IUCN),T_IUCN_BIRD_Spinus_pinus_1_aoh.tif,Pine Siskin 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.750545145
theme,Birds (IUCN),T_IUCN_BIRD_Spinus_tristis_1_aoh.tif,American Goldfinch 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.588488038
theme,Birds (IUCN),T_IUCN_BIRD_Spizella_pallida_2_aoh.tif,Clay-Colored Sparrow 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.765036231
theme,Birds (IUCN),T_IUCN_BIRD_Spizella_passerina_2_aoh.tif,Chipping Sparrow 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.749070018
theme,Birds (IUCN),T_IUCN_BIRD_Spizella_pusilla_2_aoh.tif,Field Sparrow 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.770805715
theme,Birds (IUCN),T_IUCN_BIRD_Steganopus_tricolor_2_aoh.tif,Wilson's Phalarope 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.840471244
theme,Birds (IUCN),T_IUCN_BIRD_Stelgidopteryx_serripennis_2_aoh.tif,Northern Rough-Winged Swallow 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.661642274
theme,Birds (IUCN),T_IUCN_BIRD_Sterna_hirundo_2_aoh.tif,Common Tern 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Strix_nebulosa_1_aoh.tif,Great Grey Owl 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Strix_varia_1_aoh.tif,Northern Barred Owl 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.749174943
theme,Birds (IUCN),T_IUCN_BIRD_Sturnella_magna_2_aoh.tif,Sturnella magna 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.652149438
theme,Birds (IUCN),T_IUCN_BIRD_Sturnella_neglecta_2_aoh.tif,Western Meadowlark 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.663782984
theme,Birds (IUCN),T_IUCN_BIRD_Sturnus_vulgaris_1_aoh.tif,Common Starling 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.589128974
theme,Birds (IUCN),T_IUCN_BIRD_Surnia_ulula_1_aoh.tif,Northern Hawk-Owl 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Birds (IUCN),T_IUCN_BIRD_Tachycineta_bicolor_2_aoh.tif,Tree Swallow 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.661642274
theme,Birds (IUCN),T_IUCN_BIRD_Toxostoma_rufum_2_aoh.tif,Toxostoma rufum 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.772492355
theme,Birds (IUCN),T_IUCN_BIRD_Troglodytes_aedon_2_aoh.tif,House Wren 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.587174823
theme,Birds (IUCN),T_IUCN_BIRD_Troglodytes_hiemalis_2_aoh.tif,Eastern Winter Wren 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.747434957
theme,Birds (IUCN),T_IUCN_BIRD_Turdus_migratorius_1_aoh.tif,American Robin 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.587732622
theme,Birds (IUCN),T_IUCN_BIRD_Tyrannus_tyrannus_2_aoh.tif,Eastern Kingbird 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.585410273
theme,Birds (IUCN),T_IUCN_BIRD_Vermivora_chrysoptera_2_aoh.tif,Golden-Winged Warbler 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.770446551
theme,Birds (IUCN),T_IUCN_BIRD_Vireo_flavifrons_2_aoh.tif,Vireo flavifrons 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.779714157
theme,Birds (IUCN),T_IUCN_BIRD_Vireo_gilvus_2_aoh.tif,Warbling Vireo 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.767053875
theme,Birds (IUCN),T_IUCN_BIRD_Vireo_olivaceus_2_aoh.tif,Red-Eyed Vireo 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.756253702
theme,Birds (IUCN),T_IUCN_BIRD_Vireo_solitarius_2_aoh.tif,Solitary Vireo 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.793716851
theme,Birds (IUCN),T_IUCN_BIRD_Zenaida_macroura_1_aoh.tif,Mourning Dove 1,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.587732622
theme,Birds (IUCN),T_IUCN_BIRD_Zonotrichia_albicollis_2_aoh.tif,White-Throated Sparrow 2,manual,"0, 1","#00000000, #ff7f00","absence, presence",km2,national,,FALSE,TRUE,0.2,0.74705464
theme,Mammals (IUCN),T_IUCN_MAMM_Alces_alces_aoh.tif,Eurasian Elk,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Mammals (IUCN),T_IUCN_MAMM_Blarina_brevicauda_aoh.tif,Short-Tailed Shrew,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.774196631
theme,Mammals (IUCN),T_IUCN_MAMM_Canis_latrans_aoh.tif,Coyote,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.603792726
theme,Mammals (IUCN),T_IUCN_MAMM_Castor_canadensis_aoh.tif,American Beaver,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.794269551
theme,Mammals (IUCN),T_IUCN_MAMM_Condylura_cristata_aoh.tif,Star-Nosed Mole,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.769175896
theme,Mammals (IUCN),T_IUCN_MAMM_Eptesicus_fuscus_aoh.tif,Big Brown Bat,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.748825457
theme,Mammals (IUCN),T_IUCN_MAMM_Erethizon_dorsatum_aoh.tif,North American Porcupine,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.797014591
theme,Mammals (IUCN),T_IUCN_MAMM_Glaucomys_sabrinus_aoh.tif,Northern Flying Squirrel,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.774564163
theme,Mammals (IUCN),T_IUCN_MAMM_Glaucomys_volans_aoh.tif,Southern Flying Squirrel,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.774564163
theme,Mammals (IUCN),T_IUCN_MAMM_Lasionycteris_noctivagans_aoh.tif,Silver-Haired Bat,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.770526297
theme,Mammals (IUCN),T_IUCN_MAMM_Lasiurus_borealis_aoh.tif,Red Bat,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Mammals (IUCN),T_IUCN_MAMM_Lasiurus_cinereus_aoh.tif,Hoary Bat,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.770526297
theme,Mammals (IUCN),T_IUCN_MAMM_Lepus_americanus_aoh.tif,Snowshoe Hare,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.752318833
theme,Mammals (IUCN),T_IUCN_MAMM_Lepus_europaeus_aoh.tif,European Hare,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.715191957
theme,Mammals (IUCN),T_IUCN_MAMM_Lontra_canadensis_aoh.tif,Northern American River Otter,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Mammals (IUCN),T_IUCN_MAMM_Lynx_canadensis_aoh.tif,Canada Lynx,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Mammals (IUCN),T_IUCN_MAMM_Lynx_rufus_aoh.tif,Bobcat,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.772532727
theme,Mammals (IUCN),T_IUCN_MAMM_Marmota_monax_aoh.tif,Woodchuck,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.589155189
theme,Mammals (IUCN),T_IUCN_MAMM_Martes_pennanti_aoh.tif,Fisher,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.789093061
theme,Mammals (IUCN),T_IUCN_MAMM_Mephitis_mephitis_aoh.tif,Striped Skunk,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.587836609
theme,Mammals (IUCN),T_IUCN_MAMM_Microtus_pennsylvanicus_aoh.tif,Meadow Vole,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.596830999
theme,Mammals (IUCN),T_IUCN_MAMM_Mus_musculus_aoh.tif,House Mouse,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.647340147
theme,Mammals (IUCN),T_IUCN_MAMM_Mustela_erminea_aoh.tif,Ermine,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.767249202
theme,Mammals (IUCN),T_IUCN_MAMM_Mustela_frenata_aoh.tif,Long-Tailed Weasel,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Mammals (IUCN),T_IUCN_MAMM_Mustela_nivalis_aoh.tif,Least Weasel,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.588945592
theme,Mammals (IUCN),T_IUCN_MAMM_Myodes_gapperi_aoh.tif,Southern Red-Backed Vole,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.774564163
theme,Mammals (IUCN),T_IUCN_MAMM_Myotis_leibii_aoh.tif,Eastern Small-Footed Myotis,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.774564163
theme,Mammals (IUCN),T_IUCN_MAMM_Myotis_lucifugus_aoh.tif,Little Brown Bat,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.770526297
theme,Mammals (IUCN),T_IUCN_MAMM_Myotis_septentrionalis_aoh.tif,Northern Long-Eared Myotis,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.774564163
theme,Mammals (IUCN),T_IUCN_MAMM_Napaeozapus_insignis_aoh.tif,Woodland Jumping Mouse,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.798286382
theme,Mammals (IUCN),T_IUCN_MAMM_Neovison_vison_aoh.tif,American Mink,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.769215455
theme,Mammals (IUCN),T_IUCN_MAMM_Odocoileus_virginianus_aoh.tif,White-Tailed Deer,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.585987765
theme,Mammals (IUCN),T_IUCN_MAMM_Ondatra_zibethicus_aoh.tif,Muskrat,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,1
theme,Mammals (IUCN),T_IUCN_MAMM_Parascalops_breweri_aoh.tif,Hairy-Tailed Mole,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.756509675
theme,Mammals (IUCN),T_IUCN_MAMM_Peromyscus_leucopus_aoh.tif,White-Footed Mouse,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.596858482
theme,Mammals (IUCN),T_IUCN_MAMM_Peromyscus_maniculatus_aoh.tif,North American Deer Mouse,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.588945592
theme,Mammals (IUCN),T_IUCN_MAMM_Pipistrellus_subflavus_aoh.tif,Eastern Pipistrelle,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.775301723
theme,Mammals (IUCN),T_IUCN_MAMM_Procyon_lotor_aoh.tif,Raccoon,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.747089178
theme,Mammals (IUCN),T_IUCN_MAMM_Sciurus_carolinensis_aoh.tif,Gray Squirrel,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.754292444
theme,Mammals (IUCN),T_IUCN_MAMM_Sorex_cinereus_aoh.tif,Cinereus Shrew,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.772492355
theme,Mammals (IUCN),T_IUCN_MAMM_Sorex_fumeus_aoh.tif,Smoky Shrew,manual,"0, 1","#00000000, #b15928","absence, presence",km2,national,,FALSE,TRUE,0.2,0.774523286
